Time,Pre,Actual
2020/12/24,7.143011,7.4921875
2020/12/25,7.150119,7.421875
2020/12/26,7.2408915,7.375
2020/12/27,7.3172636,7.296875
2020/12/28,7.4441004,7.25
2020/12/29,7.0899086,7.1640625
2020/12/30,6.7701187,7.09375
2020/12/31,6.6863794,7.0234375
2021/1/1,6.519122,6.953125
2021/1/2,6.5850496,6.890625
2021/1/3,6.6399965,6.8203125
2021/1/4,6.770486,6.7578125
2021/1/5,6.78664,6.6875
2021/1/6,6.569206,6.625
2021/1/7,6.477373,6.5625
2021/1/8,6.4226465,6.5
2021/1/9,6.3141947,6.4375
2021/1/10,6.3228035,6.375
2021/1/11,6.1876316,6.3125
2021/1/12,6.067936,6.25
2021/1/13,6.0605917,6.1875
2021/1/14,6.169773,6.140625
2021/1/15,6.3103533,6.109375
2021/1/16,6.6149406,6.03125
2021/1/17,6.244234,5.96875
2021/1/18,6.0687075,5.90625
2021/1/19,6.203521,5.859375
2021/1/20,6.2236595,5.921875
2021/1/21,6.432789,6.109375
2021/1/22,6.4502277,6.546875
2021/1/23,6.66092,7.46875
2021/1/24,7.742153,8.375
2021/1/25,8.88973,8.71875
2021/1/26,8.288535,8.0625
2021/1/27,8.035855,7.625
2021/1/28,7.531623,7.203125
2021/1/29,7.2022724,6.90625
2021/1/30,7.179408,6.65625
2021/1/31,6.719557,6.5
2021/2/1,6.6534204,7.109375
2021/2/2,7.058299,7.515625
2021/2/3,7.6523867,8.046875
2021/2/4,7.9122725,7.96875
2021/2/5,8.191289,7.609375
2021/2/6,7.5010986,7.890625
2021/2/7,7.82487,9.65625
2021/2/8,9.121805,10.96875
2021/2/9,10.128354,11.96875
2021/2/10,11.140506,12.625
2021/2/11,11.715688,14.96875
2021/2/12,14.0899,18.21875
2021/2/13,17.351103,25.640625
2021/2/14,24.089933,26.78125
2021/2/15,24.87083,25.9375
2021/2/16,24.200068,23.75
2021/2/17,21.947712,21.65625
2021/2/18,19.985899,20.15625
2021/2/19,18.621954,18.90625
2021/2/20,17.341993,18.28125
2021/2/21,16.754019,18.46875
2021/2/22,16.918192,18.65625
2021/2/23,17.240227,19.09375
2021/2/24,18.23912,21.625
2021/2/25,22.054958,22.90625
2021/2/26,22.437248,21.5
2021/2/27,20.807028,19.46875
2021/2/28,18.765799,18.5625
2021/3/1,16.86236,16.71875
2021/3/2,14.989865,14.8125
2021/3/3,13.913055,13.9375
2021/3/4,13.265137,13.65625
2021/3/5,12.967296,17.3125
2021/3/6,16.133991,21.8125
2021/3/7,20.621042,23.21875
2021/3/8,22.114794,26.1875
2021/3/9,24.412619,25.0625
2021/3/10,23.190872,24.6875
2021/3/11,23.154453,25.3125
2021/3/12,23.198135,24.28125
2021/3/13,22.57046,22.65625
2021/3/14,20.735538,21.28125
2021/3/15,19.850197,20.0625
2021/3/16,18.269884,18.21875
2021/3/17,17.631968,17.46875
2021/3/18,17.177485,18.09375
2021/3/19,18.7457,18.53125
2021/3/20,18.665213,18.65625
2021/3/21,17.775877,17.1875
2021/3/22,15.909942,15.34375
2021/3/23,14.160213,14.4375
2021/3/24,13.404353,13.40625
2021/3/25,12.5674925,12.21875
2021/3/26,12.332398,19.25
2021/3/27,17.907724,20.71875
2021/3/28,18.781351,18.84375
2021/3/29,17.441336,16.8125
2021/3/30,15.255715,15
2021/3/31,14.880717,14.15625
2021/4/1,15.343333,17.28125
2021/4/2,17.842031,21.6875
2021/4/3,21.585604,25.21875
2021/4/4,24.459406,26
2021/4/5,24.990566,26.34375
2021/4/6,24.602398,25.5
2021/4/7,24.08705,24.34375
2021/4/8,22.98741,22.5
2021/4/9,20.737608,20.375
2021/4/10,20.337843,22.40625
2021/4/11,21.605577,25
2021/4/12,23.15137,23.71875
2021/4/13,22.099045,21.875
2021/4/14,21.190401,23.90625
2021/4/15,22.524076,23.71875
2021/4/16,22.415813,21.6875
2021/4/17,19.906889,20
2021/4/18,18.401255,18.34375
2021/4/19,16.874214,16.53125
2021/4/20,16.307098,18.40625
2021/4/21,17.914549,20
2021/4/22,19.080795,19
2021/4/23,18.415483,19.875
2021/4/24,21.489666,31.4375
2021/4/25,30.344786,34.25
2021/4/26,32.169155,34.71875
2021/4/27,31.583006,32.09375
2021/4/28,29.763054,32.8125
2021/4/29,28.96068,30.84375
2021/4/30,27.442938,27.78125
2021/5/1,24.383776,24.90625
2021/5/2,21.949003,35.75
2021/5/3,34.384617,55.5
2021/5/4,48.670788,53.75
2021/5/5,46.97804,47.21875
2021/5/6,41.448368,42.625
2021/5/7,37.53402,38.34375
2021/5/8,33.336193,34.4375
2021/5/9,29.760221,30.8125
2021/5/10,26.904549,27.5625
2021/5/11,24.764715,30.4375
2021/5/12,28.323439,32.875
2021/5/13,31.474245,31.5
2021/5/14,31.603395,33.09375
2021/5/15,35.017796,48.375
2021/5/16,45.164978,51.40625
2021/5/17,44.554478,45.84375
2021/5/18,39.693035,41.53125
2021/5/19,37.375744,42.84375
2021/5/20,38.88811,40.90625
2021/5/21,34.87826,37.09375
2021/5/22,33.7897,33.4375
2021/5/23,32.029118,35.8125
2021/5/24,31.197916,33.75
2021/5/25,29.087027,30.375
2021/5/26,28.587828,29
2021/5/27,25.237452,26.46875
2021/5/28,23.318226,23.75
2021/5/29,20.791021,21.28125
2021/5/30,18.941973,19.125
2021/5/31,17.405634,17.25
2021/6/1,16.523478,16.1875
2021/6/2,15.720886,15.0625
2021/6/3,16.563068,14.9375
2021/6/4,13.535518,13.9375
2021/6/5,12.436643,12.65625
2021/6/6,12.201391,11.84375
2021/6/7,11.580468,11.03125
2021/6/8,10.554701,10.21875
2021/6/9,9.974788,9.625
2021/6/10,9.483624,9.25
2021/6/11,9.286443,9
2021/6/12,9.6329,8.8125
2021/6/13,9.656666,8.90625
2021/6/14,11.297548,24.46875
2021/6/15,24.608627,50.09375
2021/6/16,53.762127,70.4375
2021/6/17,74.08038,82.8125
2021/6/18,76.33787,85.75
2021/6/19,73.23676,78.25
2021/6/20,67.10549,70.03125
2021/6/21,59.211998,62.53125
2021/6/22,53.24212,55.09375
2021/6/23,46.080338,50
2021/6/24,43.857586,45.34375
2021/6/25,42.90938,45.6875
2021/6/26,44.271694,45.59375
2021/6/27,43.49375,43.3125
2021/6/28,37.20698,39.34375
2021/6/29,33.374187,35.375
2021/6/30,30.846754,32.15625
2021/7/1,30.22417,36.0625
2021/7/2,34.869785,36.875
2021/7/3,34.996555,39.28125
2021/7/4,33.19495,36.71875
2021/7/5,31.432493,33.0625
2021/7/6,28.589079,29.84375
2021/7/7,26.08621,27.96875
2021/7/8,24.876434,25.9375
2021/7/9,24.058645,24.03125
2021/7/10,22.945333,23.25
2021/7/11,25.34003,28.21875
2021/7/12,25.895048,28.1875
2021/7/13,25.187336,26.359375
2021/7/14,23.596785,24.25
2021/7/15,24.16069,25.65625
2021/7/16,27.809486,35.8125
2021/7/17,36.957092,38.328125
2021/7/18,35.086857,36.5
2021/7/19,33.324615,33.34375
2021/7/20,33.329487,31.765625
2021/7/21,32.71559,30.25
2021/7/22,31.801836,28.484375
2021/7/23,29.668322,27.109375
2021/7/24,30.057398,27.875
2021/7/25,28.48239,27.1875
2021/7/26,27.319302,27.796875
2021/7/27,28.461851,26.671875
2021/7/28,23.804651,24.265625
2021/7/29,21.911856,21.859375
2021/7/30,19.146559,19.78125
2021/7/31,16.89884,17.8125
2021/8/1,15.564496,16.015625
2021/8/2,14.475455,14.4375
2021/8/3,12.65791,13.046875
2021/8/4,15.6764965,13
2021/8/5,12.4136095,23.4375
2021/8/6,24.125996,27.65625
2021/8/7,25.71875,31.09375
2021/8/8,29.675743,35.734375
2021/8/9,34.198483,42.53125
2021/8/10,35.742916,40.53125
2021/8/11,34.915066,36.59375
2021/8/12,33.206383,36.578125
2021/8/13,41.664093,43.890625
2021/8/14,39.77843,42.203125
2021/8/15,37.142994,38.15625
2021/8/16,36.59611,35.046875
2021/8/17,37.47247,32.796875
2021/8/18,33.1868,31.53125
2021/8/19,32.168583,33.28125
2021/8/20,34.49941,37.25
2021/8/21,34.745277,61.953125
2021/8/22,71.38662,83.390625
2021/8/23,77.17428,87.359375
2021/8/24,73.94434,78.21875
2021/8/25,67.84502,70.671875
2021/8/26,65.860176,63.9375
2021/8/27,57.44501,57.1875
2021/8/28,49.405415,51.390625
2021/8/29,45.549103,46.59375
2021/8/30,41.012177,42.21875
2021/8/31,45.0882,40.09375
2021/9/1,44.531723,43.4375
2021/9/2,41.880184,41.46875
2021/9/3,43.292492,44.03125
2021/9/4,45.65035,61.828125
2021/9/5,55.61671,69.578125
2021/9/6,71.73287,84.359375
2021/9/7,72.82246,79.421875
2021/9/8,67.70956,71.046875
2021/9/9,61.2943,63.390625
2021/9/10,54.710407,55.9375
2021/9/11,47.805264,50.421875
2021/9/12,44.022915,45.734375
2021/9/13,39.94354,41.375
2021/9/14,35.994457,37.234375
2021/9/15,34.685818,34.1875
2021/9/16,38.805878,40.859375
2021/9/17,44.36811,47.453125
2021/9/18,54.47365,63.671875
2021/9/19,64.3057,81.34375
2021/9/20,70.970314,77.703125
2021/9/21,66.54601,70.05469
2021/9/22,61.444904,63.515625
2021/9/23,62.171757,77.75781
2021/9/24,81.69749,106.59375
2021/9/25,115.41892,192.48438
2021/9/26,192.91411,264.8828
2021/9/27,256.747,273.01562
2021/9/28,251.0463,259.0703
2021/9/29,221.14183,230.39844
2021/9/30,196.92703,204.46094
2021/10/1,176.44441,182.53125
2021/10/2,158.10503,165.22656
2021/10/3,152.2412,205.96875
2021/10/4,207.23412,298.08594
2021/10/5,293.86874,354.3672
2021/10/6,339.9446,354.875
2021/10/7,324.97818,325.29688
2021/10/8,299.21426,290.9453
2021/10/9,281.9685,271.04688
2021/10/10,264.59058,261.92188
2021/10/11,248.76772,240.59375
2021/10/12,229.25548,223.58594
2021/10/13,210.48741,205.39844
2021/10/14,198.9879,190.30469
2021/10/15,178.93364,175.90625
2021/10/16,160.67914,162.49219
2021/10/17,143.13841,147.0625
2021/10/18,130.6229,132.82031
2021/10/19,117.40455,122.265625
2021/10/20,118.78074,125.21875
2021/10/21,111.23916,116.71094
2021/10/22,101.50738,105.359375
2021/10/23,93.80914,95.11719
2021/10/24,86.15777,89.10156
2021/10/25,79.97353,81.8125
2021/10/26,78.35387,88.578125
2021/10/27,78.44933,83.03125
2021/10/28,74.64886,75.85156
2021/10/29,67.523445,68.8125
2021/10/30,61.54057,61.148438
2021/10/31,55.789684,57.765625
2021/11/1,54.86601,54.859375
2021/11/2,51.165653,51.734375
2021/11/3,47.19898,50.867188
2021/11/4,47.485302,47.375
2021/11/5,44.85597,44.171875
2021/11/6,41.341633,41.6875
2021/11/7,35.21437,37.890625
2021/11/8,31.56317,34.140625
2021/11/9,30.38296,31.125
2021/11/10,28.771725,28.546875
2021/11/11,26.925123,26.570312
2021/11/12,24.7324,24.0625
2021/11/13,22.211428,22.75
2021/11/14,21.083889,24.382812
2021/11/15,22.850603,25.023438
2021/11/16,23.049866,24.492188
2021/11/17,22.93513,23.34375
2021/11/18,21.727217,21.695312
2021/11/19,20.679575,19.84375
2021/11/20,19.502607,19
2021/11/21,19.192091,17.882812
2021/11/22,17.054388,16.226562
2021/11/23,15.139582,14.6328125
2021/11/24,13.514939,13.296875
2021/11/25,12.301984,12.1640625
2021/11/26,11.536134,11.3203125
2021/11/27,11.275257,11.21875
2021/11/28,11.53099,10.765625
2021/11/29,11.240695,11.734375
2021/11/30,10.885152,11.2734375
2021/12/1,10.623673,10.484375
2021/12/2,10.271903,10.0859375
2021/12/3,9.609555,9.9375
2021/12/4,9.388944,9.828125
2021/12/5,9.359825,9.734375
2021/12/6,9.6414385,9.6875
2021/12/7,10.21461,10.0625
2021/12/8,10.747449,10.75
2021/12/9,10.301225,10.40625
2021/12/10,10.302711,12.4609375
2021/12/11,14.716409,13.8203125
2021/12/12,14.1958685,12.796875
2021/12/13,12.155698,11.546875
2021/12/14,11.66592,10.875
2021/12/15,10.955038,10.34375
2021/12/16,10.603072,9.953125
2021/12/17,9.648561,9.625
2021/12/18,9.414056,9.375
2021/12/19,9.019204,9.25
2021/12/20,8.867031,9.15625
2021/12/21,8.659826,9.109375
2021/12/22,8.668654,9.296875
2021/12/23,8.912654,9.953125
2021/12/24,10.220438,9.75
2021/12/25,9.048602,9.40625
2021/12/26,8.031593,9.0625
2021/12/27,7.553647,8.890625
2021/12/28,7.412324,8.796875
2021/12/29,7.523658,8.703125
2021/12/30,7.581168,8.625
2021/12/31,7.6769133,8.5625
2022/1/1,7.7600317,8.46875
2022/1/2,7.8311167,8.390625
2022/1/3,8.034409,8.3125
2022/1/4,8.147664,8.28125
2022/1/5,8.433,8.21875
2022/1/6,8.511595,8.140625
2022/1/7,8.824458,8.09375
2022/1/8,8.712497,8.1875
2022/1/9,8.464482,8.046875
2022/1/10,8.643946,7.953125
2022/1/11,7.97118,7.84375
2022/1/12,8.15603,7.765625
2022/1/13,7.85833,7.6875
2022/1/14,7.6543875,7.609375
2022/1/15,7.8701286,7.546875
2022/1/16,7.587737,7.484375
2022/1/17,7.4391346,7.65625
2022/1/18,7.461651,7.71875
2022/1/19,7.6473885,7.78125
2022/1/20,7.8731756,7.84375
2022/1/21,8.608042,8
2022/1/22,8.454823,7.75
2022/1/23,7.4594088,7.625
2022/1/24,7.024544,7.40625
2022/1/25,6.9776134,7.3125
2022/1/26,6.6847687,7.34375
2022/1/27,6.6596975,7.21875
2022/1/28,6.8279696,7.125
2022/1/29,6.724743,6.96875
2022/1/30,6.5445337,6.90625
2022/1/31,6.563349,6.8125
2022/2/1,6.243287,6.75
2022/2/2,6.153883,6.6875
2022/2/3,6.013973,6.625
2022/2/4,6.1038456,6.5625
2022/2/5,6.290593,6.53125
2022/2/6,6.5913296,6.4375
2022/2/7,6.2930317,6.375
2022/2/8,6.226576,6.3125
2022/2/9,6.428051,6.25
2022/2/10,6.4279785,6.1875
2022/2/11,6.304036,6.15625
2022/2/12,5.801716,6.1875
2022/2/13,5.9673405,6.09375
2022/2/14,6.057536,6
2022/2/15,6.3242607,5.96875
2022/2/16,6.6263075,6.9375
2022/2/17,7.000964,7.75
2022/2/18,7.2109213,7.5625
2022/2/19,6.7292547,7.03125
2022/2/20,6.505949,6.5625
2022/2/21,6.080432,6.28125
2022/2/22,5.910321,6.0625
2022/2/23,5.8204956,5.875
2022/2/24,5.7377644,5.75
2022/2/25,5.810954,5.71875
2022/2/26,6.2771254,5.65625
2022/2/27,6.314472,6.625
2022/2/28,7.637966,7.28125
2022/3/1,7.437087,7.15625
2022/3/2,7.1225395,7.34375
2022/3/3,7.3586655,9.6875
2022/3/4,9.508331,15.53125
2022/3/5,14.456693,22.75
2022/3/6,21.30549,29.125
2022/3/7,26.941849,30.9375
2022/3/8,28.041033,34.3125
2022/3/9,30.774843,38.375
2022/3/10,34.205242,37.84375
2022/3/11,33.723156,36
2022/3/12,32.893425,47
2022/3/13,41.58563,45.0625
2022/3/14,40.295673,41.6875
2022/3/15,36.823498,38.375
2022/3/16,35.053543,45.59375
2022/3/17,41.394337,57.375
2022/3/18,51.68433,54.5625
2022/3/19,50.31718,49.84375
2022/3/20,46.464275,51.34375
2022/3/21,47.929108,59.25
2022/3/22,54.517445,55.9375
2022/3/23,50.324837,50.90625
2022/3/24,45.60301,46.59375
2022/3/25,42.957317,47.65625
2022/3/26,42.900143,44.28125
2022/3/27,39.72819,40.25
2022/3/28,36.49664,37.3125
2022/3/29,34.121292,34.375
2022/3/30,31.626186,31.8125
2022/3/31,29.640913,32.59375
2022/4/1,30.3371,30.46875
2022/4/2,27.948559,27.4375
2022/4/3,25.046896,24.96875
2022/4/4,23.040995,22.75
2022/4/5,21.477224,20.5
2022/4/6,18.730303,18.25
2022/4/7,16.787897,16.53125
2022/4/8,15.070629,14.78125
2022/4/9,13.891198,13.09375
2022/4/10,12.277825,11.90625
2022/4/11,11.841687,11.28125
2022/4/12,11.755268,19.34375
2022/4/13,17.91266,21.125
2022/4/14,20.473293,22.46875
2022/4/15,23.45755,30.3125
2022/4/16,29.225569,34.28125
2022/4/17,31.634768,33.1875
2022/4/18,30.099997,31.75
2022/4/19,28.277311,29.375
2022/4/20,26.575943,29.375
2022/4/21,25.893513,27.34375
2022/4/22,24.850714,24.53125
2022/4/23,22.563833,22.28125
2022/4/24,20.651175,35.3125
2022/4/25,32.625706,54.34375
2022/4/26,47.173054,52.0625
2022/4/27,46.355186,49.625
2022/4/28,46.111935,61.625
2022/4/29,55.01335,57.15625
2022/4/30,54.20537,60
2022/5/1,53.605507,54.34375
2022/5/2,47.660156,49.125
2022/5/3,43.048126,44.15625
2022/5/4,38.63103,39.6875
2022/5/5,34.462666,35.5625
2022/5/6,30.835764,31.8125
2022/5/7,27.89776,28.4375
2022/5/8,26.025911,25.5
2022/5/9,25.011343,34.65625
2022/5/10,30.059038,34.53125
2022/5/11,30.493643,31.25
2022/5/12,29.064013,29.28125
2022/5/13,29.172174,28.75
2022/5/14,28.755056,42.09375
2022/5/15,38.219944,42.84375
2022/5/16,38.394794,39.375
2022/5/17,34.190235,35.40625
2022/5/18,30.768755,31.6875
2022/5/19,28.85428,29.65625
2022/5/20,26.055674,26.90625
2022/5/21,24.168196,25.09375
2022/5/22,25.122316,27.59375
2022/5/23,25.092371,27.125
2022/5/24,24.378923,24.625
2022/5/25,22.271082,22.90625
2022/5/26,23.606722,25.21875
2022/5/27,22.648401,24.4375
2022/5/28,23.717712,22.96875
2022/5/29,20.576868,20.78125
2022/5/30,19.027948,18.65625
2022/5/31,16.162458,18.8125
2022/6/1,18.988531,21.34375
2022/6/2,18.804781,20.53125
2022/6/3,19.726435,19.5625
2022/6/4,21.207476,28.375
2022/6/5,27.491556,30.90625
2022/6/6,27.007113,28.4375
2022/6/7,24.093943,25.53125
2022/6/8,22.802841,22.96875
2022/6/9,20.935865,21.34375
2022/6/10,20.586134,23.0625
2022/6/11,21.214752,23.59375
2022/6/12,23.74071,27.5
2022/6/13,25.68715,26.65625
2022/6/14,23.439518,24
2022/6/15,21.041265,21.5
2022/6/16,19.222115,19.28125
2022/6/17,17.009909,17.3125
2022/6/18,15.071,15.59375
2022/6/19,14.655996,14.6875
2022/6/20,14.574302,14.09375
2022/6/21,14.379455,13.375
2022/6/22,13.67393,12.84375
2022/6/23,14.912505,15.46875
2022/6/24,13.951088,15.46875
2022/6/25,13.227183,14.375
2022/6/26,15.231194,14.84375
2022/6/27,16.809258,21.25
2022/6/28,19.20146,21.90625
2022/6/29,19.581264,19.84375
2022/6/30,16.990961,17.90625
2022/7/1,16.43119,16.78125
2022/7/2,14.964336,16.90625
2022/7/3,17.25104,18.5625
2022/7/4,16.427088,18
2022/7/5,17.060349,18.25
2022/7/6,17.07117,17.46875
2022/7/7,14.974225,16
2022/7/8,13.958039,14.578125
2022/7/9,13.148923,13.296875
2022/7/10,12.392922,12.25
2022/7/11,16.297169,12
2022/7/12,22.643923,17.34375
2022/7/13,27.055157,27.796875
2022/7/14,31.025473,34.546875
2022/7/15,36.62112,43.78125
2022/7/16,46.741787,57.9375
2022/7/17,50.415546,54.96875
2022/7/18,46.937325,48.609375
2022/7/19,45.361485,47.046875
2022/7/20,43.063305,44.1875
2022/7/21,38.418903,40.40625
2022/7/22,41.131413,47.328125
2022/7/23,41.62167,45.984375
2022/7/24,39.128304,41.484375
2022/7/25,35.668312,37.625
2022/7/26,34.69345,34.109375
2022/7/27,33.797222,34.3125
2022/7/28,31.621775,38.140625
2022/7/29,32.148357,36.203125
2022/7/30,30.808865,33.125
2022/7/31,29.472494,30.0625
2022/8/1,29.57705,27.828125
2022/8/2,26.200338,25.859375
2022/8/3,25.285833,24.359375
2022/8/4,24.54624,23.6875
2022/8/5,23.198639,23.203125
2022/8/6,21.775042,22.984375
2022/8/7,20.997248,21.625
2022/8/8,19.416704,19.734375
2022/8/9,18.385847,18.171875
2022/8/10,18.013268,17.0625
2022/8/11,16.282763,16.125
2022/8/12,14.169393,14.953125
2022/8/13,13.655601,13.765625
2022/8/14,12.608943,12.65625
2022/8/15,12.571837,11.828125
2022/8/16,11.779171,11
2022/8/17,11.327338,11.171875
2022/8/18,12.4749,12.890625
2022/8/19,15.757138,19.28125
2022/8/20,18.65824,21.03125
2022/8/21,19.956142,19.984375
2022/8/22,17.75435,18.515625
2022/8/23,18.173414,18.15625
2022/8/24,19.823809,23.46875
2022/8/25,28.237274,30.921875
2022/8/26,33.708775,37.015625
2022/8/27,45.30637,52.09375
2022/8/28,67.575066,69.78125
2022/8/29,82.66405,78.625
2022/8/30,84.37629,87.484375
2022/8/31,78.61936,81.578125
2022/9/1,70.65566,73.234375
2022/9/2,63.27696,65.796875
2022/9/3,57.552742,59.859375
2022/9/4,55.19649,62.515625
2022/9/5,54.11519,58.34375
2022/9/6,49.594723,51.546875
2022/9/7,44.73245,46.390625
2022/9/8,42.484028,43.28125
2022/9/9,40.802727,41.15625
2022/9/10,35.982494,37.6875
2022/9/11,33.23512,34.484375
2022/9/12,31.491714,32.8125
2022/9/13,32.798313,32.875
2022/9/14,37.26649,34.046875
2022/9/15,32.903275,36.03125
2022/9/16,33.14065,34.140625
2022/9/17,34.4218,35.265625
2022/9/18,35.126286,36.4375
2022/9/19,39.190304,44.625
2022/9/20,51.375477,51.53125
2022/9/21,47.29993,47.765625
2022/9/22,43.05734,43.414062
2022/9/23,37.739502,39.28125
2022/9/24,36.218227,35.726562
2022/9/25,33.130238,32.765625
2022/9/26,28.95984,29.617188
2022/9/27,27.021412,31.671875
2022/9/28,29.30409,31.539062
2022/9/29,27.72305,29.039062
2022/9/30,26.176273,26.5625
2022/10/1,25.69337,33.15625
2022/10/2,33.854404,59.03125
2022/10/3,67.98026,92.984375
2022/10/4,96.56738,107.41406
2022/10/5,109.86379,107.921875
2022/10/6,103.99581,102.47656
2022/10/7,93.439735,96.328125
2022/10/8,87.00655,87.17969
2022/10/9,78.6852,80.19531
2022/10/10,70.03965,72.38281
2022/10/11,63.257683,65.015625
2022/10/12,57.296005,57.070312
2022/10/13,51.50189,52.773438
2022/10/14,48.580906,52.453125
2022/10/15,46.3787,47.742188
2022/10/16,42.52341,43.351562
2022/10/17,37.88731,39.0625
2022/10/18,34.44062,35.132812
2022/10/19,31.239588,31.585938
2022/10/20,28.809587,28.421875
2022/10/21,25.117361,25.5625
2022/10/22,22.703108,23
2022/10/23,20.509,20.703125
2022/10/24,18.957907,19.148438
2022/10/25,19.015074,18.179688
2022/10/26,18.448038,18.570312
2022/10/27,19.482721,17.804688
2022/10/28,19.881603,17.460938
2022/10/29,18.448109,16.765625
2022/10/30,16.539145,18.828125
2022/10/31,17.355663,18.945312
2022/11/1,17.419163,17.460938
2022/11/2,16.970446,16.085938
2022/11/3,16.103151,15.4140625
2022/11/4,15.077754,15.1953125
2022/11/5,15.320464,14.7578125
2022/11/6,15.267107,14.3203125
2022/11/7,14.234069,13.640625
2022/11/8,14.225966,18.9375
2022/11/9,19.968204,22.375
2022/11/10,22.948376,22.671875
2022/11/11,25.96678,35.34375
2022/11/12,38.92892,57.460938
2022/11/13,53.351868,55.1875
2022/11/14,50.457172,49.59375
2022/11/15,44.39626,44.78125
2022/11/16,40.319157,42.132812
2022/11/17,38.339798,39.226562
2022/11/18,36.200043,37.835938
2022/11/19,35.049328,36.0625
2022/11/20,33.098427,34.25
2022/11/21,35.301006,33.6875
2022/11/22,31.800581,32.492188
2022/11/23,29.692654,30.421875
2022/11/24,28.104713,29.09375
2022/11/25,26.85364,26.78125
2022/11/26,24.754665,24.367188
2022/11/27,23.262175,22.851562
2022/11/28,24.353392,21.984375
2022/11/29,20.770662,20.289062
2022/11/30,18.021376,18.351562
